ÀÏ½Ã,Æò±Õ±â¿Â,°­¼ö·®,Æò±Õ½Àµµ,Æò±ÕÇ³¼Ó
2023-09-26,19.9,27.8,95.8,2.4
2023-09-27,21.5,4.4,90.1,1.8
2023-09-28,22.7,,78.3,2
2023-09-29,21.1,,61.5,1.4
2023-09-30,19.7,4.5,77,2.2
2023-10-01,18.4,,59.5,2.4
2023-10-02,18.2,,53.8,1.7
2023-10-03,17.5,,66.3,1.7
2023-10-04,17.3,14.7,75.5,2.1
2023-10-05,14.2,,46.1,2.6
2023-10-06,15.5,,55.3,1.6
2023-10-07,16.8,,62.6,2.1
2023-10-08,17.1,0,67.1,2.5
2023-10-09,17.4,1.2,68.1,1.9
2023-10-10,17.1,,67.1,1.6
2023-10-11,17.6,,57.5,1.7
2023-10-12,17.5,,62.4,1.5
2023-10-13,17.5,,69.6,1.5
2023-10-14,14.7,5.8,84.9,1.4
2023-10-15,16.1,,80,2
2023-10-16,14.7,,57,2.4
2023-10-17,13.8,,55.6,1.6
2023-10-18,15.7,,67,2.1
2023-10-19,17,8.2,82.5,1.5
2023-10-20,11.6,,46.9,3.2
2023-10-21,10.4,1.1,54.8,2.3
2023-10-22,12.5,,67.3,1.7
2023-10-23,15.2,,73.8,1.7
2023-10-24,15.6,,78.5,1.7
2023-10-25,16.6,,78.6,1.4
2023-10-26,17.2,0,79.4,2.1
2023-10-27,15.7,,71.1,1.9
2023-10-28,14.2,,62.9,1.4
2023-10-29,14.9,,61.6,1.7
2023-10-30,15.1,,72,1.7
2023-10-31,16.5,,76,1.8
2023-11-01,19,0,81.8,2.4
2023-11-02,20.8,,70.9,2.9
2023-11-03,19.5,8.5,83.3,2.8
2023-11-04,17.4,,75.5,2.6
2023-11-05,17.3,10.4,87,3.3
2023-11-06,13.3,45.8,84.9,4.9
2023-11-07,5.8,0,62.5,3.2
2023-11-08,8.4,,55.1,1.7
2023-11-09,11.4,5.1,73.1,2.1
2023-11-10,3.4,,53.1,3.9
2023-11-11,1.7,,47.9,2.2
2023-11-12,1.2,,53.8,2.2
2023-11-13,2,,54,2.3
2023-11-14,5,,66.1,1.7
2023-11-15,7,,71.4,1.5
2023-11-16,6.6,8.4,85,1.9
2023-11-17,1.6,0,59.3,2.9
2023-11-18,0.6,,58.9,3.5
2023-11-19,5.9,,68.3,2.4
2023-11-20,6.2,,58.4,1.5
2023-11-21,7.4,,59.6,1.7
2023-11-22,9.5,,68.1,1.8
2023-11-23,9.9,0.1,71.1,3.3
2023-11-24,-1.5,,51.8,3.8
2023-11-25,-1.3,,42.8,1.8
2023-11-26,4,0,43.6,1.4
2023-11-27,6.2,3.6,82.9,2.4
2023-11-28,1.3,0,57.5,3.2
2023-11-29,-1.4,0,58.9,2.5
2023-11-30,-4.3,,48.5,2.8
2023-12-01,-3.2,,55.3,2
2023-12-02,2,0,60.8,2.4
2023-12-03,0.8,,56.3,1.7
2023-12-04,2.7,,59.5,1.6
2023-12-05,6.8,,55.4,2
2023-12-06,6.1,3.8,76.1,2.3
2023-12-07,6.6,,64,2.6
2023-12-08,11.2,,73.4,3
2023-12-09,13.7,,82.9,2
2023-12-10,11.4,0,67.9,
