ÀÏ½Ã,Æò±Õ±â¿Â,°­¼ö·®,Æò±Õ½Àµµ,Æò±ÕÇ³¼Ó
2020-01-03,-0.1,,56.9,1.7
2020-01-04,1.2,,50.8,1.9
2020-01-05,1.3,,45.6,1.1
2020-01-06,3.1,1.8,65.4,3.1
2020-01-07,6.3,46.3,95,4
2020-01-08,2.4,11.6,86.1,3.3
2020-01-09,-1.2,,65.3,2.3
2020-01-10,-0.6,,62.9,1.5
2020-01-11,-0.1,,60.9,1.9
2020-01-12,-1,,61.5,2.4
2020-01-13,-2.9,,51,2.3
2020-01-14,-2.3,,45.3,1.6
2020-01-15,-2.7,,44.8,1.9
2020-01-16,-1.7,,43,1.6
2020-01-17,-0.6,,43.9,1.5
2020-01-18,0.3,,48.1,1.8
2020-01-19,1.9,0.6,62.8,2.2
2020-01-20,0.7,,46.8,2.5
2020-01-21,-0.4,,36.9,1.4
2020-01-22,3,,36,1.7
2020-01-23,4.6,,49.3,2
2020-01-24,2.8,,63,1.7
2020-01-25,4.3,,63.1,1.5
2020-01-26,5.5,,56.3,2.7
2020-01-27,5.9,0.1,48.1,4.6
2020-01-28,6.8,0,49.4,2.6
2020-01-29,6,,46.4,2.1
2020-01-30,5.2,,47,1.8
2020-01-31,3.9,0,59.6,2.3
2020-02-01,2.6,,66.6,1.7
2020-02-02,1.5,,52.3,1.8
2020-02-03,-0.4,0,43.6,3.1
2020-02-04,-1.6,1.7,50.3,2.8
2020-02-05,-8.3,,37.3,3.3
2020-02-06,-6.4,,36.4,1.9
2020-02-07,-1.7,0,45.1,2
2020-02-08,-0.1,0,48.1,3
2020-02-09,-0.5,0,51.1,2
2020-02-10,4,0,49.4,1.7
2020-02-11,6.8,,37,1.6
2020-02-12,7.4,6.7,73.4,2.2
2020-02-13,6.5,,84.8,1.7
2020-02-14,8.1,,70.3,1.2
2020-02-15,9.8,2,63,2.7
2020-02-16,-1.4,13.4,81.1,4
2020-02-17,-5.9,1,64.3,3.4
2020-02-18,-4.1,,44,2.3
2020-02-19,1,,56.8,1.5
2020-02-20,4.6,,62.6,1.7
2020-02-21,6.7,4.2,66.3,2.2
2020-02-22,4,3.1,62,4
2020-02-23,2.5,,48.6,2
2020-02-24,7,,51.8,1.6
2020-02-25,6.7,16.6,73.5,4.2
2020-02-26,6.4,0,59.6,2.1
2020-02-27,6.1,,54,2
2020-02-28,4.5,3.9,79.4,1.4
2020-02-29,7.7,0.5,68.6,1.7
2020-03-01,5.8,0.2,71.8,2
2020-03-02,3.4,0,55.3,2.7
2020-03-03,4.8,,57,2.6
2020-03-04,2.2,0,53.4,3.7
2020-03-05,1.4,,47.5,2.5
2020-03-06,3.7,,46.8,1.6
2020-03-07,7,,39.5,2
2020-03-08,9.3,,43.8,1.6
2020-03-09,11.1,,37.6,1.8
2020-03-10,6.4,11.8,78.4,2.8
2020-03-11,3.8,,41.8,3.3
2020-03-12,6.8,,49.8,2.5
2020-03-13,4.9,0.5,41,3.3
2020-03-14,3.6,,48.1,3
2020-03-15,4,,48.3,3.6
2020-03-16,3.6,,42.4,2.8
2020-03-17,6.6,,65.8,2.1
2020-03-18,10,,45.8,1.8
2020-03-19,9.1,0,49,4.8
2020-03-20,8.8,,39.6,3.1
2020-03-21,12.8,,56.5,2
2020-03-22,11,,37.5,3
2020-03-23,10.6,,37.9,1.9
2020-03-24,11.4,,35,1.8
2020-03-25,12.5,,33.6,1.9
2020-03-26,14.8,1.8,53.8,1.9
2020-03-27,11.9,2,56.4,3.3
2020-03-28,7.7,,17.9,3.2
2020-03-29,8.7,,30.6,2
2020-03-30,10.2,,38.4,1.8
2020-03-31,11.9,,34.5,2
2020-04-01,11.3,,35.6,3.7
2020-04-02,9.3,,41.4,2.3
2020-04-03,10,,53.8,2.7
2020-04-04,8.9,,36.4,3.4
2020-04-05,7.2,,29.5,2.8
2020-04-06,9.3,,38.3,2.4
2020-04-07,10.6,,56.6,2.5
2020-04-08,9.4,,25.5,3.5
2020-04-09,8.9,,44.6,2.8
2020-04-10,10.7,,52.6,2.4
2020-04-11,9.9,,63.8,2.5
2020-04-12,9.9,,58.6,3.8
2020-04-13,12.4,,39.4,3.1
2020-04-14,13,,46.8,2.4
2020-04-15,13.2,,39.8,2.2
2020-04-16,16,,39.9,2.3
2020-04-17,12.5,6.5,77.8,2.4
2020-04-18,13.5,,67.9,2.6
2020-04-19,12.3,10.3,75.8,2.7
2020-04-20,10,0.1,73,3.3
2020-04-21,7.4,,49,4.4
2020-04-22,6,0,46.8,4
2020-04-23,7.9,,47.8,3.7
2020-04-24,9.9,,55.6,3.9
2020-04-25,13.1,,54.4,3.9
2020-04-26,12.3,,43.1,3.2
2020-04-27,12.9,,49.8,2.8
2020-04-28,13.9,,50,3
2020-04-29,14.9,,48.6,2.6
2020-04-30,17.1,,57.1,2.7
2020-05-01,20.2,,73.6,2.7
2020-05-02,20.3,0,79.6,2.3
2020-05-03,21.8,0,68.8,2
2020-05-04,20.2,,63.9,2.7
2020-05-05,16,,67.9,1.9
2020-05-06,19.4,,50,2.1
2020-05-07,20.7,,32.5,2.5
2020-05-08,19.9,2.3,32.8,2.4
2020-05-09,14.2,24.4,94.4,3.6
2020-05-10,14.4,1.3,88.6,2.5
2020-05-11,16.5,3.4,61,3
2020-05-12,14.3,0.7,69.4,2.9
2020-05-13,16.1,,47.3,2.8
2020-05-14,19.3,,35.4,2
2020-05-15,16.1,12,81.4,3
2020-05-16,16.7,2.5,90.3,1.6
2020-05-17,19.1,0,80.1,1.7
2020-05-18,19.1,29.8,79.4,2.4
2020-05-19,13,19,73.6,3.2
2020-05-20,14.4,0,60.4,1.9
2020-05-21,17.4,,56.1,2.1
2020-05-22,18.5,0,68.5,1.9
2020-05-23,20.1,0,66.1,2.2
2020-05-24,17.1,14.5,84.8,2.9
2020-05-25,16.6,,81,2.1
2020-05-26,16.2,1.5,81.9,2.1
2020-05-27,17.4,,68.5,2.6
2020-05-28,18.7,0,62.8,1.9
2020-05-29,20.7,,65.6,2
2020-05-30,22.6,,57.3,1.9
2020-05-31,21.2,1,63,2.3
2020-06-01,19.7,0.4,64.3,3.4
2020-06-02,17.9,2,71,2.2
2020-06-03,22,,73.3,2.4
2020-06-04,21.9,0.2,81.1,2.7
2020-06-05,23,,69.4,1.8
2020-06-06,24.6,,63.6,2
2020-06-07,22.7,,69.4,2.3
2020-06-08,25,,63.6,2.1
2020-06-09,26.7,,51.6,2.3
2020-06-10,25.8,6.2,63.8,2
2020-06-11,26.1,0,68.3,2.2
2020-06-12,24.7,,68.6,1.7
2020-06-13,26.9,0,52.8,1.9
2020-06-14,24,1.1,70.6,2.9
2020-06-15,23,,62.3,2.8
2020-06-16,24.4,,63,2.2
2020-06-17,24.3,,58.6,2
2020-06-18,23.4,,61.4,1.6
2020-06-19,24.7,0.1,61.4,2.1
2020-06-20,24.9,,62.6,2.1
2020-06-21,26.1,,59.5,2
2020-06-22,28.6,,50.5,2
2020-06-23,27.3,0,53.5,1.9
2020-06-24,22.3,37.6,83.5,2.7
2020-06-25,21.6,13.3,91,2.2
2020-06-26,21.8,2.1,82.1,3.2
2020-06-27,24.1,0,70.4,2
2020-06-28,25.2,,70.5,2.4
2020-06-29,23.8,11.9,77,2.4
2020-06-30,20.1,64.7,83,4
2020-07-01,21.1,0,79.3,1.9
2020-07-02,24.2,,74.5,1.9
2020-07-03,25.5,0.1,63.5,2.6
2020-07-04,24.2,1.6,63.9,2.1
2020-07-05,23.8,,68.6,1.9
2020-07-06,25.6,,66.6,2.1
2020-07-07,24.1,0,75.5,2.5
2020-07-08,25.5,,71.9,2
2020-07-09,27.5,,64.6,1.7
2020-07-10,24.5,2.2,75,2.8
2020-07-11,25.8,,62.6,2.6
2020-07-12,23.5,2.9,71.9,2.4
2020-07-13,18.7,47.6,94.8,4
2020-07-14,20.3,11.5,79.4,2.8
2020-07-15,23.4,,63.1,2
2020-07-16,25,,70.9,1.8
2020-07-17,26,0,72,1.9
2020-07-18,26.1,,71.6,1.6
2020-07-19,24,29.1,81.6,2.7
2020-07-20,23.8,3.6,86.3,3.7
2020-07-21,25,0,77,1.6
2020-07-22,23.7,11.5,89.3,1.6
2020-07-23,21.1,103.1,95.5,3.6
2020-07-24,22.5,2.9,74.3,4.6
2020-07-25,24.3,0,69.3,3.1
2020-07-26,25.4,0,69.3,2
2020-07-27,24.3,2.2,86.4,2.2
2020-07-28,24.4,0.4,84.8,2
2020-07-29,23.7,50.1,95.8,2
2020-07-30,25.3,0.1,85.5,2.1
2020-07-31,26.2,1.5,81.9,2
2020-08-01,25.3,39.1,90.9,1.7
2020-08-02,24.9,31.4,96.3,2.3
2020-08-03,25,102.6,96.3,3
2020-08-04,27,3.9,89.3,3.5
2020-08-05,26.5,18.5,92.1,1.9
2020-08-06,24.1,75.7,92.8,3.3
2020-08-07,24.3,0,85.3,1.8
2020-08-08,24.2,19.1,89.5,2.3
2020-08-09,24.9,50.3,95.4,2.6
2020-08-10,26.5,44.6,91.6,2
2020-08-11,24.6,97,92.5,2.2
2020-08-12,27.2,,83.9,1.9
2020-08-13,28,,82.4,2.5
2020-08-14,27.1,0.4,86.1,3.5
2020-08-15,26.1,69,96,1.9
2020-08-16,27.4,,82.6,3
2020-08-17,28.2,,77.9,2.3
2020-08-18,27.5,,76.3,1.6
2020-08-19,27.1,,76.8,2
2020-08-20,27.7,,76,1.7
2020-08-21,26.6,2.5,83.1,1.6
2020-08-22,24.3,42.6,87.4,2.1
2020-08-23,25.3,,78.4,1.9
2020-08-24,27.8,,71.6,2.2
2020-08-25,29.9,,69.5,2.1
2020-08-26,30.2,0.6,68.3,3.4
2020-08-27,27.1,8.7,84.6,3.6
2020-08-28,27.3,13.6,89.1,1.6
2020-08-29,26.8,13.6,90.1,1.3
2020-08-30,26.8,42.5,88.8,2.1
2020-08-31,26.4,0,77.9,2.8
2020-09-01,26.6,0,72.4,1.9
2020-09-02,24.3,33.3,91.3,2.3
2020-09-03,22.7,29.8,82,4.8
2020-09-04,23.3,,63.9,2.7
2020-09-05,23.3,,66.6,2
2020-09-06,21.7,6.4,80,2.7
2020-09-07,19.2,61,93.5,4.2
2020-09-08,23.4,0,71.5,4.2
2020-09-09,21.1,1.3,83.4,2.1
2020-09-10,22.8,3.9,75.8,2
2020-09-11,22.4,1.2,72.6,2.8
2020-09-12,20.2,5.7,83.8,2
2020-09-13,21.5,,70.4,1.9
2020-09-14,21.3,0,79.3,1.8
2020-09-15,23,,76.4,1.6
2020-09-16,22.5,0.3,79.9,1.9
2020-09-17,21.3,,70.3,2.1
2020-09-18,21.5,,62,2.8
2020-09-19,21.2,0.3,59.3,2.2
2020-09-20,19.7,,57.6,2
2020-09-21,19.1,,56.1,1.7
2020-09-22,20.2,,55.3,2.8
2020-09-23,19.2,,59.9,3.3
2020-09-24,20.6,,59.6,3.7
2020-09-25,20.1,,64.1,2.5
2020-09-26,19.3,,62.5,2.4
2020-09-27,20.4,,63.3,2
2020-09-28,20.7,,66,2
2020-09-29,19.6,,67.6,1.9
2020-09-30,19.6,38.3,78,1.7
2020-10-01,18.8,,74.9,2.1
2020-10-02,19.2,0,79.6,2.3
2020-10-03,19.9,0,72.5,1.6
2020-10-04,16.6,0,65.1,2.8
2020-10-05,13.3,,57.3,2.5
2020-10-06,14.2,,55.9,2
2020-10-07,16,,48.9,1.9
2020-10-08,17.2,,53,3.1
2020-10-09,17.2,,53.4,3
2020-10-10,16.9,,60.1,2
2020-10-11,16.9,,68.5,1.8
2020-10-12,16.2,,68.6,2.2
2020-10-13,13.6,,52.3,2.2
2020-10-14,12.8,,47,2.4
2020-10-15,11.7,,41.8,1.5
2020-10-16,11.8,,64.3,1.5
2020-10-17,13.1,,64.3,1.8
2020-10-18,13.6,,65.5,2
2020-10-19,15.1,,74.4,1.7
2020-10-20,15.2,,67.1,1.6
2020-10-21,14.1,,69.4,1.9
2020-10-22,13.5,0,66,2.8
2020-10-23,8.6,,51.5,3
2020-10-24,8.7,,47.6,2.5
2020-10-25,11.8,,62.5,1.7
2020-10-26,12.9,,71.6,1.6
2020-10-27,14,,74.1,1.8
2020-10-28,13.8,,52.1,2.5
2020-10-29,10.8,,40.3,2
2020-10-30,11.9,,42.9,1.5
2020-10-31,13.6,,60.3,2.6
2020-11-01,13.7,13.6,84.3,2.3
2020-11-02,10.8,1.7,58.3,2.3
2020-11-03,5.1,0.5,47.5,3.5
2020-11-04,4.9,,43.9,2.3
2020-11-05,9.6,,61.5,1.8
2020-11-06,13.5,,63.3,1.7
2020-11-07,14.6,0.1,68.8,2.7
2020-11-08,8.5,,43.8,3.1
2020-11-09,5.5,,40.9,1.8
2020-11-10,7.7,,56.1,2.2
2020-11-11,9.3,,53.5,1.6
2020-11-12,10.4,,56.9,1.7
2020-11-13,12.2,,71.5,1.6
2020-11-14,12.5,,66.9,1.7
2020-11-15,11.1,,75,1.7
2020-11-16,12.4,,70.1,1.6
2020-11-17,15.9,0.1,67.5,2.3
2020-11-18,16.6,12.2,91.4,2.6
2020-11-19,13.6,86.9,90.5,4.2
2020-11-20,2.8,0,74.3,3.2
2020-11-21,6.5,0.2,67.9,2.1
2020-11-22,5.6,4.8,80.5,2.5
2020-11-23,1.7,,61.4,2.3
2020-11-24,2.9,,54.5,1.8
2020-11-25,4.6,,64.1,1.5
2020-11-26,5.6,,66.5,1.7
2020-11-27,4.1,0,61.6,2.7
2020-11-28,-0.1,,50,2.8
2020-11-29,-0.6,,59.6,2.2
2020-11-30,-0.2,,57.8,1.9
2020-12-01,1.1,,44.5,1.9
2020-12-02,2.4,,41.4,1.8
2020-12-03,0.7,,47.1,2.7
2020-12-04,-0.6,,53.8,1.8
2020-12-05,2.1,,63.1,1.7
2020-12-06,4.5,,66.9,1.8
2020-12-07,3.4,,57.5,2.6
2020-12-08,-0.5,,50,2
2020-12-09,1.5,,55.1,1.5
2020-12-10,5.8,0,69.9,1.7
2020-12-11,5.3,,77.1,1.8
2020-12-12,2.3,,51.3,2.1
2020-12-13,-1.1,2.9,74.9,2.9
2020-12-14,-7.7,,49.1,3.4
2020-12-15,-8.3,,43,2.8
2020-12-16,-8.3,,43.9,2.6
2020-12-17,-4.9,0,47,1.7
2020-12-18,-2.1,0.2,57,3
2020-12-19,-5.1,,45.1,2.4
2020-12-20,-3.7,,50.4,2
2020-12-21,-1,,64.1,1.6
2020-12-22,2,,67.6,2
2020-12-23,4.5,0,76.6,2.3
2020-12-24,2.6,,61.5,2.9
2020-12-25,-0.8,,51.9,2.1
2020-12-26,2.2,,65.8,1.8
2020-12-27,5.8,0,62.9,1.8
2020-12-28,6.7,1.3,72.1,1.4
2020-12-29,0.1,0.2,70.8,2.9
2020-12-30,-10.9,,55.5,4.1
2020-12-31,-8.9,0,53.9,2.4
2021-01-01,-4.2,,64,2
2021-01-02,-5,,38.5,2.6
2021-01-03,-5.6,,45,2
2021-01-04,-3.5,0,51.4,1.7
2021-01-05,-5.5,0,52.8,2.9
2021-01-06,-7.4,2.3,54.6,2.4
2021-01-07,-14.5,,49.9,4.1
2021-01-08,-14.9,,44,3.3
2021-01-09,-12.2,,46.3,2.6
2021-01-10,-7.7,,54.4,1.3
2021-01-11,-6.7,,62.1,1.9
2021-01-12,-3.9,2.6,79.5,1.8
2021-01-13,2,0,80.3,2.4
2021-01-14,1.7,,46.5,2.3
2021-01-15,4.5,0.2,67.4,3
2021-01-16,-4.9,,59.3,3.3
2021-01-17,-5.5,0,58.5,2.3
2021-01-18,-3.8,0.3,64.3,3.2
2021-01-19,-6.3,,37.9,1.8
2021-01-20,-0.1,,37.8,2.2
2021-01-21,4.5,9.2,64.4,2.3
2021-01-22,5.5,0.1,92.9,1.7
2021-01-23,7.6,,66,4.2
2021-01-24,7.3,,63.9,2.1
2021-01-25,7.9,,62,1.9
2021-01-26,5.3,1.7,80.4,1.9
2021-01-27,1.7,,47.6,2.2
2021-01-28,-2.6,2,52.3,4
2021-01-29,-8.8,,40,3.5
2021-01-30,-1.6,0.5,60,2.5
2021-01-31,3.2,,57,2
2021-02-01,5,0.7,74.5,2.7
2021-02-02,-5.6,0,44.1,3.9
2021-02-03,-3.2,3.4,64.6,2.2
2021-02-04,-3.6,0.1,50.1,2.5
2021-02-05,1.4,,71.8,2.4
2021-02-06,6.8,,80.4,2.2
2021-02-07,3.6,,67,2.9
2021-02-08,-3.1,,43.6,3.4
2021-02-09,-0.9,,51.9,2
2021-02-10,3.4,,75.1,2.1
2021-02-11,5.5,,71.5,1.3
2021-02-12,6.5,,60.6,1.7
2021-02-13,7.6,,50.6,1.5
2021-02-14,9.5,0,47.6,1.7
2021-02-15,1.2,1.4,65.1,4
2021-02-16,-5.1,1.5,57.9,3.2
2021-02-17,-8.3,0,44.1,5
2021-02-18,-5.8,,44.9,3.1
2021-02-19,1.6,,66.9,2.9
2021-02-20,8.8,,60.4,2.1
2021-02-21,10.8,,66.6,2.8
2021-02-22,7.8,,58.3,2.9
2021-02-23,0,,34,2.9
2021-02-24,2.9,,33,1.8
2021-02-25,4.2,,35.1,1.4
2021-02-26,8.2,,35,2.3
2021-02-27,9.5,,48.6,3.4
2021-02-28,7.8,,49,2.1
2021-03-01,4.7,67.5,91,3.5
2021-03-02,2.3,0.1,75.9,1.9
2021-03-03,4.4,,64.4,1.8
2021-03-04,7.2,,62.4,1.9
2021-03-05,9,,70.3,2.1
2021-03-06,6.6,,69.5,3.3
2021-03-07,6.2,,62.9,2.8
2021-03-08,7,,60.3,1.8
2021-03-09,6.6,,58.5,2.2
2021-03-10,8.8,,61.8,1.8
2021-03-11,10.2,,50.8,1.8
2021-03-12,10.5,0,57,2.2
2021-03-13,9.2,,62.8,2.2
2021-03-14,9.1,,71.4,2.2
2021-03-15,10.6,1.7,68.8,2.4
2021-03-16,8.4,1.3,52.5,3.2
2021-03-17,8.8,,44.9,1.8
2021-03-18,11.7,,50.1,1.8
2021-03-19,15.3,,47.9,2.2
2021-03-20,9.9,5.1,74.6,2.2
2021-03-21,5.8,0.3,65.9,4
2021-03-22,6.2,,55.3,3.2
2021-03-23,9.1,,63.5,2.5
2021-03-24,10.8,,61.5,2.4
2021-03-25,11.9,,68.5,2.2
2021-03-26,12.6,,58.4,1.4
2021-03-27,12.1,25.5,70.9,2.5
2021-03-28,9,9.2,95.8,3.3
2021-03-29,10.2,0.2,62.3,3.3
2021-03-30,10.8,,47.3,2.2
2021-03-31,14.5,,41,1.8
2021-04-01,17.7,,33,3.5
2021-04-02,17.8,0,35.6,3.2
2021-04-03,14.9,56.2,80.8,3.1
2021-04-04,11.9,0.6,65.8,3.2
2021-04-05,11.9,,47.9,2.4
2021-04-06,13.9,,50.9,2.5
2021-04-07,14.1,,47.5,2.5
2021-04-08,13,,34,2.7
2021-04-09,13.6,,39.3,2.7
2021-04-10,12.6,,50,2.6
2021-04-11,15,,45.4,1.7
2021-04-12,13.8,22,70.4,2.4
2021-04-13,10.4,8,74,3.7
2021-04-14,8.4,,58.5,2.9
2021-04-15,11.6,,62.3,2.1
2021-04-16,11.3,0.7,60,2.6
2021-04-17,9.6,0,56.6,2.6
2021-04-18,9.9,,64.3,3.2
2021-04-19,12.2,,65.3,2.4
2021-04-20,14.8,,55.1,1.9
2021-04-21,19.1,,43.1,1.8
2021-04-22,20.9,,37.9,2.5
2021-04-23,19,0,41.4,3.2
2021-04-24,18.3,0,43,2.7
2021-04-25,18.2,,50,2.7
2021-04-26,16.2,,51.8,2.6
2021-04-27,15.4,1.7,62.4,2.3
2021-04-28,14.5,4.7,64.1,2.4
2021-04-29,14.6,3.9,54.1,2.3
2021-04-30,11.3,26.3,81.8,2.4
2021-05-01,10.2,8,80.8,2.7
2021-05-02,12.4,1.7,67.9,3.1
2021-05-03,14.1,,56.4,2.1
2021-05-04,13.8,19.6,82.6,2.1
2021-05-05,13.9,0.1,64.4,3.5
2021-05-06,15.7,,46.4,2.4
2021-05-07,14.4,8.8,60.3,3.4
2021-05-08,14.3,,66.1,3.4
2021-05-09,15.7,,51.3,3.5
2021-05-10,13.2,0,67.9,1.8
2021-05-11,18.5,,48.9,2.7
2021-05-12,22,,39.5,2.2
2021-05-13,22.9,,54.4,1.9
2021-05-14,24.1,,60.3,1.7
2021-05-15,22.1,15,79.5,1.7
2021-05-16,18.4,66.9,97.6,2.5
2021-05-17,15.3,3.1,93,1.6
2021-05-18,17.9,,70.5,1.7
2021-05-19,19.9,,52.3,1.8
2021-05-20,18.7,0.9,59.8,2.5
2021-05-21,16,6.9,86.5,1.7
2021-05-22,18.6,0.2,69.3,2.5
2021-05-23,19.5,,64.4,1.7
2021-05-24,19.4,,61,2.7
2021-05-25,15.3,8.3,72.3,3.2
2021-05-26,18,0,58.5,2.9
2021-05-27,15.8,8.9,83,2.8
2021-05-28,15.3,12.3,86,2.6
2021-05-29,15.4,0.3,79.8,2.2
2021-05-30,18.4,18.1,73,2.1
2021-05-31,19.9,4,78.9,1.8
2021-06-01,20.2,3.2,74.6,2.2
2021-06-02,23.2,,64.4,2.1
2021-06-03,19.1,18.1,80.8,1.8
2021-06-04,18.5,,69.4,2.9
2021-06-05,20.8,,68.1,3.3
2021-06-06,23,,69.6,2.2
2021-06-07,21.1,0,71.5,1.7
2021-06-08,23.6,0.1,69.6,1.7
2021-06-09,25.8,,59.1,1.6
2021-06-10,24.9,6.1,68.5,2.2
2021-06-11,21.5,4.6,84.5,2.8
2021-06-12,24.2,,74.6,1.8
2021-06-13,24.8,,72.6,2
2021-06-14,24.8,,68.8,2.1
2021-06-15,22.5,1.9,79.1,2.3
2021-06-16,24.3,,59.9,3.6
2021-06-17,21.9,0,71.4,2.4
2021-06-18,20,6.3,92.1,2.5
2021-06-19,22.3,,74,1.8
2021-06-20,22.9,,73.3,2.8
2021-06-21,23.6,,67,2.2
2021-06-22,22.8,0,67.9,2.1
2021-06-23,22.4,7.5,70.5,2.4
2021-06-24,23,,71.1,1.9
2021-06-25,24.1,,69,2
2021-06-26,22.8,4.5,78.5,1.8
2021-06-27,24.5,38.2,72.1,2
2021-06-28,23.7,0.1,76.4,1.9
2021-06-29,23.9,8,78.6,1.8
2021-06-30,24.3,6,77.9,1.3
2021-07-01,26.3,,70.9,1.8
2021-07-02,27.1,,64.1,2.3
2021-07-03,22.6,60,80,3.6
2021-07-04,21.4,21.4,96.8,2.3
2021-07-05,23.3,,80.3,1.4
2021-07-06,25.3,,73.4,1.6
2021-07-07,26.4,12.7,78.5,1.5
2021-07-08,26,2.9,81.6,2
2021-07-09,25.5,0,77.3,1.9
2021-07-10,25.9,0.5,80.4,2.4
2021-07-11,25.7,0.4,86.8,2.2
2021-07-12,28.1,,75.1,1.6
2021-07-13,28.8,,76.1,1.7
2021-07-14,29.7,,71.4,2.2
2021-07-15,29.1,0,71.1,2.1
2021-07-16,28.8,,68.4,2.2
2021-07-17,29.1,0,63.1,2.3
2021-07-18,29.6,,62.5,2.1
2021-07-19,26.4,67.4,80.1,1.9
2021-07-20,27.9,0,75.8,1.5
2021-07-21,30.5,,64,1.7
2021-07-22,31.2,,59.8,2
2021-07-23,31.2,,61.8,1.8
2021-07-24,31.7,,57.4,1.7
2021-07-25,31.5,,55.8,2
2021-07-26,31.2,,54.9,2.4
2021-07-27,31.1,,60.5,2.1
2021-07-28,30.4,0,67.4,1.9
2021-07-29,29.6,,69.9,2
2021-07-30,30.5,,63.1,2.1
2021-07-31,29.8,3,69.9,2.5
2021-08-01,27.1,21,81.8,1.3
2021-08-02,26.5,1.7,82.6,1.6
2021-08-03,28,0,76.9,1.8
2021-08-04,28.9,,70.6,2
2021-08-05,29.4,,68.1,2.1
2021-08-06,28.1,,68.4,2.1
2021-08-07,28,,65,2.1
2021-08-08,26.8,12.7,74.8,1.7
2021-08-09,28.3,,62.4,2.3
2021-08-10,27.7,,62.5,2.3
2021-08-11,27.4,0,70.3,2
2021-08-12,26.8,0,67.1,1.8
2021-08-13,26.6,,70.4,2
2021-08-14,26.1,,63.9,3
2021-08-15,26.9,,59.6,2.3
2021-08-16,27.3,0,61.1,2.3
2021-08-17,25.9,9.3,65,2.4
2021-08-18,24.3,5.6,69.6,2.8
2021-08-19,26,,57.1,2.6
2021-08-20,26.6,0,63.6,2.3
2021-08-21,23.8,62.8,88.1,2.7
2021-08-22,24.4,0,81.5,2.1
2021-08-23,22.4,7.4,89.3,2
2021-08-24,23.4,10.5,93.6,2.9
2021-08-25,25,0.3,85.5,1.8
2021-08-26,25.5,0.7,84.9,2.5
2021-08-27,22.4,0.9,83.5,1.3
2021-08-28,23.6,,80.4,1.8
2021-08-29,23.7,0.9,82.6,1.6
2021-08-30,24.2,0,77.5,1.4
2021-08-31,20.5,77.4,93.3,2.3
2021-09-01,21.4,0.8,83.1,2.9
2021-09-02,23.5,,70.3,2.1
2021-09-03,24.3,,60.3,2.4
2021-09-04,23.2,,57,2.7
2021-09-05,23.1,,61.1,3.2
2021-09-06,22.3,12,70.1,3.2
2021-09-07,19.6,29.6,98.1,2.3
2021-09-08,22.2,1.6,81.3,1.7
2021-09-09,23.5,,76.5,1.5
2021-09-10,23.6,,76,1.9
2021-09-11,24,,73.1,1.7
2021-09-12,24.2,,64.6,1.8
2021-09-13,24.8,,67.1,2.4
2021-09-14,24.6,,63.3,2.6
2021-09-15,23.6,,57.5,3.6
2021-09-16,22.9,,61.1,2.6
2021-09-17,23.5,,61.4,3
2021-09-18,23.9,,65.1,1.6
2021-09-19,23.7,,62.9,1.9
2021-09-20,23.7,,63.6,2.7
2021-09-21,22,68.1,85.1,2.9
2021-09-22,20.2,4.5,79,2.7
2021-09-23,20.9,,67.3,2.4
2021-09-24,21.8,,67.5,2.2
2021-09-25,21.2,,72.6,2.3
2021-09-26,22.6,,63,2.3
2021-09-27,21.6,0,66,2.4
2021-09-28,21.5,1.3,75.1,2.2
2021-09-29,20.2,13.1,93.5,1.7
2021-09-30,20.3,,83.9,1.5
2021-10-01,21.1,13.3,75.8,2.4
2021-10-02,20.7,,77.1,1.6
2021-10-03,22.3,,69.5,1.9
2021-10-04,22.9,3.6,81,2.9
2021-10-05,23.6,0,82.4,3.3
2021-10-06,18.8,6.4,91.5,2.8
2021-10-07,19.4,4.6,85.5,1.9
2021-10-08,18.8,3.5,91.3,1.7
2021-10-09,20.9,0.4,83.5,2.3
2021-10-10,19.9,14.2,89,2.2
2021-10-11,15.2,0.3,78.6,2.2
2021-10-12,17.9,,67.1,3.3
2021-10-13,19.6,,66.6,2.4
2021-10-14,19.7,,73.6,2
2021-10-15,19,0,74.4,2.1
2021-10-16,10.7,0,47.5,3.4
2021-10-17,5.6,,37.4,2.9
2021-10-18,9.6,5.6,60.4,2
2021-10-19,10.9,4.4,72.8,2.4
2021-10-20,9.5,,64.9,1.7
2021-10-21,9.8,,64.1,1.7
2021-10-22,10.8,,58.4,1.8
2021-10-23,11.4,,57.3,1.6
2021-10-24,11.4,,63.1,1.7
2021-10-25,11.7,,64.5,1.9
2021-10-26,13,,74.5,1.7
2021-10-27,13.4,0,63.4,2.2
2021-10-28,12.7,,54.6,1.4
2021-10-29,14.6,,55.9,2
2021-10-30,13.8,,62.4,1.6
2021-10-31,14.1,0.7,73.3,1.6
2021-11-01,12.9,,77.3,1.9
2021-11-02,11.5,,76.6,1.7
2021-11-03,12.1,,71.1,1.5
2021-11-04,12.1,0,80.4,1.3
2021-11-05,13,,68.5,1.5
2021-11-06,14.1,,61.1,1.6
2021-11-07,15.3,,57.5,2.1
2021-11-08,8.6,25.7,82.1,3.2
2021-11-09,4.9,2,80.3,2.4
2021-11-10,4.2,0.3,73.4,2.5
2021-11-11,5.3,0,60.6,2.9
2021-11-12,4.5,,55.4,2.6
2021-11-13,7.3,,66.1,1.5
2021-11-14,11.3,,69.8,2.2
2021-11-15,10.1,,71.3,1.6
